Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value
"Lee County, Virginia",Lee County,Virginia,46481,81700,,,
"Loudoun County, Virginia",Loudoun County,Virginia,151832,475500,496000,352600,713700
"Louisa County, Virginia",Louisa County,Virginia,75541,212900,212700,137000,384300
"Lunenburg County, Virginia",Lunenburg County,Virginia,49463,108400,,,
"Madison County, Virginia",Madison County,Virginia,74941,256500,209900,149200,308700
"Mathews County, Virginia",Mathews County,Virginia,80888,227200,,,
"Mecklenburg County, Virginia",Mecklenburg County,Virginia,55354,125300,,58600,
"Middlesex County, Virginia",Middlesex County,Virginia,67783,248400,238500,134800,
"Montgomery County, Virginia",Montgomery County,Virginia,74234,213300,214900,137300,352700
"Nelson County, Virginia",Nelson County,Virginia,73677,231400,194200,88700,369100
"New Kent County, Virginia",New Kent County,Virginia,97540,256600,258700,180600,384600
"Northampton County, Virginia",Northampton County,Virginia,57259,165800,,,
"Northumberland County, Virginia",Northumberland County,Virginia,72814,277900,,,
"Nottoway County, Virginia",Nottoway County,Virginia,51372,134800,,,
"Orange County, Virginia",Orange County,Virginia,76419,235200,215300,141200,322500
"Page County, Virginia",Page County,Virginia,58679,172200,153500,,235600
"Patrick County, Virginia",Patrick County,Virginia,49494,116000,,,
"Pittsylvania County, Virginia",Pittsylvania County,Virginia,55416,113800,100100,31900,189500
"Powhatan County, Virginia",Powhatan County,Virginia,94701,264300,277300,193600,411200
"Prince Edward County, Virginia",Prince Edward County,Virginia,59123,154800,,,
"Prince George County, Virginia",Prince George County,Virginia,83694,212100,,,
"Prince William County, Virginia",Prince William County,Virginia,118741,358300,369900,276800,520000
"Pulaski County, Virginia",Pulaski County,Virginia,61207,139600,120300,46900,214900
"Rappahannock County, Virginia",Rappahannock County,Virginia,88388,358600,,,
"Richmond County, Virginia",Richmond County,Virginia,54512,163200,,,
"Roanoke County, Virginia",Roanoke County,Virginia,80683,192100,188800,135700,292000
"Rockbridge County, Virginia",Rockbridge County,Virginia,73515,197200,192400,112400,355200
"Rockingham County, Virginia",Rockingham County,Virginia,73966,206700,196900,136000,312900
"Russell County, Virginia",Russell County,Virginia,51308,94900,,,
"Scott County, Virginia",Scott County,Virginia,50312,90500,85900,45600,149400
"Shenandoah County, Virginia",Shenandoah County,Virginia,65459,204000,186100,129800,281900
"Smyth County, Virginia",Smyth County,Virginia,52424,89600,80700,33900,149900
"Southampton County, Virginia",Southampton County,Virginia,66998,172800,,,
"Spotsylvania County, Virginia",Spotsylvania County,Virginia,98352,265600,257700,192600,380300
"Stafford County, Virginia",Stafford County,Virginia,118670,327600,330800,234100,430500
"Surry County, Virginia",Surry County,Virginia,64575,172700,,,
"Sussex County, Virginia",Sussex County,Virginia,54134,121600,,,
"Tazewell County, Virginia",Tazewell County,Virginia,58691,96500,,,170200
"Warren County, Virginia",Warren County,Virginia,79373,231000,211000,143300,320700
"Washington County, Virginia",Washington County,Virginia,60352,137200,143300,77600,256400
"Westmoreland County, Virginia",Westmoreland County,Virginia,75284,203100,180600,112900,316800
"Wise County, Virginia",Wise County,Virginia,53442,84500,,,
"Wythe County, Virginia",Wythe County,Virginia,59340,127400,125100,70900,
"York County, Virginia",York County,Virginia,103123,315400,293100,186400,416500
"Alexandria city, Virginia",Alexandria city,Virginia,123341,537900,,,
"Bristol city, Virginia",Bristol city,Virginia,49261,114100,,,
"Buena Vista city, Virginia",Buena Vista city,Virginia,45927,111700,,,
"Charlottesville city, Virginia",Charlottesville city,Virginia,79738,277800,,,
"Chesapeake city, Virginia",Chesapeake city,Virginia,88423,260900,,,
"Colonial Heights city, Virginia",Colonial Heights city,Virginia,66220,163300,,,
"Covington city, Virginia",Covington city,Virginia,49611,72200,,,
"Danville city, Virginia",Danville city,Virginia,49940,90900,,,
"Emporia city, Virginia",Emporia city,Virginia,46047,115700,,,
"Fairfax city, Virginia",Fairfax city,Virginia,128527,501900,,,
"Falls Church city, Virginia",Falls Church city,Virginia,166856,742000,,,
"Franklin city, Virginia",Franklin city,Virginia,58567,186100,,,
"Fredericksburg city, Virginia",Fredericksburg city,Virginia,80850,341200,,,
"Galax city, Virginia",Galax city,Virginia,50988,105500,,,
"Hampton city, Virginia",Hampton city,Virginia,65614,186600,,,
"Harrisonburg city, Virginia",Harrisonburg city,Virginia,57461,196200,,,
"Hopewell city, Virginia",Hopewell city,Virginia,54835,122400,,,
"Lexington city, Virginia",Lexington city,Virginia,54075,252500,,,
"Lynchburg city, Virginia",Lynchburg city,Virginia,58735,153800,,,
"Manassas city, Virginia",Manassas city,Virginia,92312,307000,,,
"Manassas Park city, Virginia",Manassas Park city,Virginia,92144,263300,,,
"Martinsville city, Virginia",Martinsville city,Virginia,52344,90100,,,
"Newport News city, Virginia",Newport News city,Virginia,64565,189300,,,
"Norfolk city, Virginia",Norfolk city,Virginia,65297,194800,,,
"Norton city, Virginia",Norton city,Virginia,41355,92500,,,
"Petersburg city, Virginia",Petersburg city,Virginia,49676,112900,,,
"Poquoson city, Virginia",Poquoson city,Virginia,101220,316800,,,
"Portsmouth city, Virginia",Portsmouth city,Virginia,58981,169400,,,
"Radford city, Virginia",Radford city,Virginia,53559,160600,,,
"Richmond city, Virginia",Richmond city,Virginia,68295,209200,,,
"Roanoke city, Virginia",Roanoke city,Virginia,55976,133700,,,
"Salem city, Virginia",Salem city,Virginia,72865,174000,,,
"Staunton city, Virginia",Staunton city,Virginia,62236,162500,,,
"Suffolk city, Virginia",Suffolk city,Virginia,83263,238200,,,
"Virginia Beach city, Virginia",Virginia Beach city,Virginia,89528,267300,,,
"Waynesboro city, Virginia",Waynesboro city,Virginia,54608,161600,,,
"Williamsburg city, Virginia",Williamsburg city,Virginia,80212,307000,,,
"Winchester city, Virginia",Winchester city,Virginia,72012,226200,,,
"Adams County, Washington",Adams County,Washington,58974,150300,169200,90100,238500
"Asotin County, Washington",Asotin County,Washington,62300,176700,209200,141800,327500
"Benton County, Washington",Benton County,Washington,80929,198600,302700,218900,433400
"Chelan County, Washington",Chelan County,Washington,71546,256400,314700,200100,549000
"Clallam County, Washington",Clallam County,Washington,63720,227400,288200,195000,450000
"Clark County, Washington",Clark County,Washington,86064,272400,350200,282400,507800
"Columbia County, Washington",Columbia County,Washington,67197,161700,,,
"Cowlitz County, Washington",Cowlitz County,Washington,64420,186600,264000,176500,392800
"Douglas County, Washington",Douglas County,Washington,68218,229100,339200,262800,490100
"Ferry County, Washington",Ferry County,Washington,52312,165900,,,
"Franklin County, Washington",Franklin County,Washington,71821,177400,236100,171000,320700
"Garfield County, Washington",Garfield County,Washington,55554,143800,,,
"Grant County, Washington",Grant County,Washington,67036,161700,173500,,306500
"Grays Harbor County, Washington",Grays Harbor County,Washington,59551,161800,181900,97800,283800
"Island County, Washington",Island County,Washington,78209,311400,396800,289000,635500
"Jefferson County, Washington",Jefferson County,Washington,69425,304000,382600,250900,592800
"King County, Washington",King County,Washington,113252,446600,618100,369800,1006100
"Kitsap County, Washington",Kitsap County,Washington,85402,277500,362500,265100,599100
"Kittitas County, Washington",Kittitas County,Washington,64096,256700,296700,196600,490000
"Klickitat County, Washington",Klickitat County,Washington,62529,219200,227300,101400,399300
"Lewis County, Washington",Lewis County,Washington,59342,176000,230900,152700,332200
"Lincoln County, Washington",Lincoln County,Washington,63557,150500,,,
"Mason County, Washington",Mason County,Washington,66101,206700,274600,,
"Okanogan County, Washington",Okanogan County,Washington,54578,169100,193700,104200,372100
"Pacific County, Washington",Pacific County,Washington,52676,163400,,88100,
"Pend Oreille County, Washington",Pend Oreille County,Washington,60240,186000,,,
"Pierce County, Washington",Pierce County,Washington,80909,255800,343500,263900,488300
"San Juan County, Washington",San Juan County,Washington,85722,452300,602700,350300,1086800
"Skagit County, Washington",Skagit County,Washington,76098,269100,349100,258400,542200
"Skamania County, Washington",Skamania County,Washington,66561,248500,335400,219300,515500
"Snohomish County, Washington",Snohomish County,Washington,94371,338400,464300,332700,660000
"Spokane County, Washington",Spokane County,Washington,69700,195500,237500,158300,366300
"Stevens County, Washington",Stevens County,Washington,60378,184600,196600,93500,323000
"Thurston County, Washington",Thurston County,Washington,80246,255500,316000,252600,454800
"Wahkiakum County, Washington",Wahkiakum County,Washington,60873,202600,,,
"Walla Walla County, Washington",Walla Walla County,Washington,70261,196300,247700,164100,389100
"Whatcom County, Washington",Whatcom County,Washington,72888,299800,391200,275000,565000
"Whitman County, Washington",Whitman County,Washington,57416,199400,249800,,347200
"Yakima County, Washington",Yakima County,Washington,63710,163500,217300,137800,327100
"Barbour County, West Virginia",Barbour County,West Virginia,51677,101200,,,
"Berkeley County, West Virginia",Berkeley County,West Virginia,70926,168200,,,260700
"Boone County, West Virginia",Boone County,West Virginia,51239,71800,,,
"Braxton County, West Virginia",Braxton County,West Virginia,51040,91100,,,
"Brooke County, West Virginia",Brooke County,West Virginia,58914,91000,,,
"Cabell County, West Virginia",Cabell County,West Virginia,56969,119800,98600,43400,179500
"Calhoun County, West Virginia",Calhoun County,West Virginia,49070,79900,,,
"Clay County, West Virginia",Clay County,West Virginia,42011,79100,,,
"Doddridge County, West Virginia",Doddridge County,West Virginia,56687,105900,,,
"Fayette County, West Virginia",Fayette County,West Virginia,50380,86400,,,112200
"Gilmer County, West Virginia",Gilmer County,West Virginia,51418,91600,,,
"Grant County, West Virginia",Grant County,West Virginia,52205,144600,,,
"Greenbrier County, West Virginia",Greenbrier County,West Virginia,54378,115400,,,
"Hampshire County, West Virginia",Hampshire County,West Virginia,48603,136700,,,
"Hancock County, West Virginia",Hancock County,West Virginia,57135,89800,85900,,139900
"Hardy County, West Virginia",Hardy County,West Virginia,56990,121900,,,
"Harrison County, West Virginia",Harrison County,West Virginia,65964,110000,93200,35400,201200
"Jackson County, West Virginia",Jackson County,West Virginia,56213,113300,,63500,175000
"Jefferson County, West Virginia",Jefferson County,West Virginia,87762,227300,215700,135300,333000
"Kanawha County, West Virginia",Kanawha County,West Virginia,64699,111200,94800,54200,164800
"Lewis County, West Virginia",Lewis County,West Virginia,52242,98600,,,
"Lincoln County, West Virginia",Lincoln County,West Virginia,48354,82000,,,
"Logan County, West Virginia",Logan County,West Virginia,51444,85800,,,
"McDowell County, West Virginia",McDowell County,West Virginia,35943,34800,,,
"Marion County, West Virginia",Marion County,West Virginia,61639,110100,99000,44900,179700
"Marshall County, West Virginia",Marshall County,West Virginia,58168,99800,,,
"Mason County, West Virginia",Mason County,West Virginia,50909,78300,,,
"Mercer County, West Virginia",Mercer County,West Virginia,51286,89400,,,
"Mineral County, West Virginia",Mineral County,West Virginia,50567,129800,,,
"Mingo County, West Virginia",Mingo County,West Virginia,45310,71000,,,
"Monongalia County, West Virginia",Monongalia County,West Virginia,72145,178200,183700,122700,297700
"Monroe County, West Virginia",Monroe County,West Virginia,51169,105700,,,
"Morgan County, West Virginia",Morgan County,West Virginia,57956,170600,,,
"Nicholas County, West Virginia",Nicholas County,West Virginia,52266,88900,,,
"Ohio County, West Virginia",Ohio County,West Virginia,68902,114800,100300,40800,198000
"Pendleton County, West Virginia",Pendleton County,West Virginia,54358,107900,,,
"Pleasants County, West Virginia",Pleasants County,West Virginia,64882,104700,,,
"Pocahontas County, West Virginia",Pocahontas County,West Virginia,52140,117200,,,
"Preston County, West Virginia",Preston County,West Virginia,58663,106600,,,
"Putnam County, West Virginia",Putnam County,West Virginia,76900,157500,155300,87000,260700
"Raleigh County, West Virginia",Raleigh County,West Virginia,57091,105700,85000,33800,175000
"Randolph County, West Virginia",Randolph County,West Virginia,58313,99800,,,
"Ritchie County, West Virginia",Ritchie County,West Virginia,51282,82100,,,
"Roane County, West Virginia",Roane County,West Virginia,50661,92700,,,
"Summers County, West Virginia",Summers County,West Virginia,45606,95100,,,123000
"Taylor County, West Virginia",Taylor County,West Virginia,57494,100200,,,
"Tucker County, West Virginia",Tucker County,West Virginia,52126,104300,,,
"Tyler County, West Virginia",Tyler County,West Virginia,59430,92400,,,
"Upshur County, West Virginia",Upshur County,West Virginia,52552,111900,,,
"Wayne County, West Virginia",Wayne County,West Virginia,49852,90600,,,
"Webster County, West Virginia",Webster County,West Virginia,46547,68400,,,
"Wetzel County, West Virginia",Wetzel County,West Virginia,52989,90700,,,
"Wirt County, West Virginia",Wirt County,West Virginia,47401,81400,,,
"Wood County, West Virginia",Wood County,West Virginia,62130,115100,101700,58500,180400
"Wyoming County, West Virginia",Wyoming County,West Virginia,49666,67900,,,
"Adams County, Wisconsin",Adams County,Wisconsin,57107,127800,,,214800
"Ashland County, Wisconsin",Ashland County,Wisconsin,54238,107400,95000,,156000
"Barron County, Wisconsin",Barron County,Wisconsin,63408,145500,144800,87700,237800
"Bayfield County, Wisconsin",Bayfield County,Wisconsin,61648,163400,142700,,277400
"Brown County, Wisconsin",Brown County,Wisconsin,73969,163200,175900,119500,275700
"Buffalo County, Wisconsin",Buffalo County,Wisconsin,65917,150400,,,
"Burnett County, Wisconsin",Burnett County,Wisconsin,56705,150800,145400,65100,265700
"Calumet County, Wisconsin",Calumet County,Wisconsin,83965,168400,178800,112800,267600
"Chippewa County, Wisconsin",Chippewa County,Wisconsin,67236,154900,,96500,238400
"Clark County, Wisconsin",Clark County,Wisconsin,62383,117400,,,170100
"Columbia County, Wisconsin",Columbia County,Wisconsin,75732,180100,187900,116700,293300
"Crawford County, Wisconsin",Crawford County,Wisconsin,58935,127000,,,
"Dane County, Wisconsin",Dane County,Wisconsin,88764,242700,270700,198200,409800
"Dodge County, Wisconsin",Dodge County,Wisconsin,67034,156200,157700,101600,246900
"Door County, Wisconsin",Door County,Wisconsin,72985,204700,189800,116200,337800
"Douglas County, Wisconsin",Douglas County,Wisconsin,63610,140400,134500,75400,216200
"Dunn County, Wisconsin",Dunn County,Wisconsin,67932,156700,163400,96700,243700
"Eau Claire County, Wisconsin",Eau Claire County,Wisconsin,67722,156200,166800,125600,229500
"Florence County, Wisconsin",Florence County,Wisconsin,62011,132600,,,
"Fond du Lac County, Wisconsin",Fond du Lac County,Wisconsin,71311,149400,151400,90700,243200
"Forest County, Wisconsin",Forest County,Wisconsin,53794,131400,,,
"Grant County, Wisconsin",Grant County,Wisconsin,60989,137200,133300,,208500
"Green County, Wisconsin",Green County,Wisconsin,73263,163600,163200,103400,269500
