GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
0500000US19027,19027,"Carroll County, Iowa",127400,5498
0500000US19029,19029,"Cass County, Iowa",93600,3771
0500000US19031,19031,"Cedar County, Iowa",143800,7227
0500000US19033,19033,"Cerro Gordo County, Iowa",121500,4982
0500000US19035,19035,"Cherokee County, Iowa",89200,5557
0500000US19037,19037,"Chickasaw County, Iowa",105100,6714
0500000US19039,19039,"Clarke County, Iowa",105000,10645
0500000US19041,19041,"Clay County, Iowa",115700,5609
0500000US19043,19043,"Clayton County, Iowa",116500,5241
0500000US19045,19045,"Clinton County, Iowa",112400,3486
0500000US19047,19047,"Crawford County, Iowa",93400,7304
0500000US19049,19049,"Dallas County, Iowa",218000,5156
0500000US19051,19051,"Davis County, Iowa",109100,4962
0500000US19053,19053,"Decatur County, Iowa",76300,5350
0500000US19055,19055,"Delaware County, Iowa",126000,9199
0500000US19057,19057,"Des Moines County, Iowa",101400,4466
0500000US19059,19059,"Dickinson County, Iowa",175900,10109
0500000US19061,19061,"Dubuque County, Iowa",157200,2835
0500000US19063,19063,"Emmet County, Iowa",85700,5594
0500000US19065,19065,"Fayette County, Iowa",90800,3905
0500000US19067,19067,"Floyd County, Iowa",102400,6937
0500000US19069,19069,"Franklin County, Iowa",87100,3358
0500000US19071,19071,"Fremont County, Iowa",100200,5292
0500000US19073,19073,"Greene County, Iowa",88900,5286
0500000US19075,19075,"Grundy County, Iowa",129900,7409
0500000US19077,19077,"Guthrie County, Iowa",112600,6299
0500000US19079,19079,"Hamilton County, Iowa",98900,5144
0500000US19081,19081,"Hancock County, Iowa",97600,7358
0500000US19083,19083,"Hardin County, Iowa",91300,3962
0500000US19085,19085,"Harrison County, Iowa",107600,5382
0500000US19087,19087,"Henry County, Iowa",107900,5526
0500000US19089,19089,"Howard County, Iowa",107700,9235
0500000US19091,19091,"Humboldt County, Iowa",93900,5153
0500000US19093,19093,"Ida County, Iowa",91900,6334
0500000US19095,19095,"Iowa County, Iowa",143900,9167
0500000US19097,19097,"Jackson County, Iowa",117000,4259
0500000US19099,19099,"Jasper County, Iowa",122800,4425
0500000US19101,19101,"Jefferson County, Iowa",114300,8360
0500000US19103,19103,"Johnson County, Iowa",210400,4974
0500000US19105,19105,"Jones County, Iowa",130700,8043
0500000US19107,19107,"Keokuk County, Iowa",83700,5618
0500000US19109,19109,"Kossuth County, Iowa",104300,6321
0500000US19111,19111,"Lee County, Iowa",90200,3458
0500000US19113,19113,"Linn County, Iowa",150600,2115
0500000US19115,19115,"Louisa County, Iowa",104200,6759
0500000US19117,19117,"Lucas County, Iowa",84900,4653
0500000US19119,19119,"Lyon County, Iowa",125200,8948
0500000US19121,19121,"Madison County, Iowa",160400,6128
0500000US19123,19123,"Mahaska County, Iowa",110100,5585
0500000US19125,19125,"Marion County, Iowa",146900,6745
0500000US19127,19127,"Marshall County, Iowa",104600,3839
0500000US19129,19129,"Mills County, Iowa",157000,5693
0500000US19131,19131,"Mitchell County, Iowa",112300,7794
0500000US19133,19133,"Monona County, Iowa",84300,5497
0500000US19135,19135,"Monroe County, Iowa",99100,10206
0500000US19137,19137,"Montgomery County, Iowa",81800,4721
0500000US19139,19139,"Muscatine County, Iowa",128100,5455
0500000US19141,19141,"O'Brien County, Iowa",108000,6507
0500000US19143,19143,"Osceola County, Iowa",89500,7011
0500000US19145,19145,"Page County, Iowa",87600,4656
0500000US19147,19147,"Palo Alto County, Iowa",98100,8387
0500000US19149,19149,"Plymouth County, Iowa",150200,6211
0500000US19151,19151,"Pocahontas County, Iowa",73400,5291
0500000US19153,19153,"Polk County, Iowa",165500,1351
0500000US19155,19155,"Pottawattamie County, Iowa",133500,3142
0500000US19157,19157,"Poweshiek County, Iowa",131100,9550
0500000US19159,19159,"Ringgold County, Iowa",79600,6325
0500000US19161,19161,"Sac County, Iowa",88100,4097
0500000US19163,19163,"Scott County, Iowa",153200,2598
0500000US19165,19165,"Shelby County, Iowa",111700,5669
0500000US19167,19167,"Sioux County, Iowa",153800,5489
0500000US19169,19169,"Story County, Iowa",172900,3657
0500000US19171,19171,"Tama County, Iowa",105300,3713
0500000US19173,19173,"Taylor County, Iowa",76100,5464
0500000US19175,19175,"Union County, Iowa",94300,4817
0500000US19177,19177,"Van Buren County, Iowa",82700,6102
0500000US19179,19179,"Wapello County, Iowa",81000,2843
0500000US19181,19181,"Warren County, Iowa",171400,3437
0500000US19183,19183,"Washington County, Iowa",140400,7888
0500000US19185,19185,"Wayne County, Iowa",74700,5969
0500000US19187,19187,"Webster County, Iowa",95300,3355
0500000US19189,19189,"Winnebago County, Iowa",94400,4284
0500000US19191,19191,"Winneshiek County, Iowa",161500,4206
0500000US19193,19193,"Woodbury County, Iowa",110700,2945
0500000US19195,19195,"Worth County, Iowa",98000,4990
0500000US19197,19197,"Wright County, Iowa",79200,4496
0500000US20001,20001,"Allen County, Kansas",78600,4164
0500000US20003,20003,"Anderson County, Kansas",88200,7327
0500000US20005,20005,"Atchison County, Kansas",92900,7788
0500000US20007,20007,"Barber County, Kansas",75600,7228
0500000US20009,20009,"Barton County, Kansas",87600,4021
0500000US20011,20011,"Bourbon County, Kansas",82600,4587
0500000US20013,20013,"Brown County, Kansas",83900,4600
0500000US20015,20015,"Butler County, Kansas",142400,4728
0500000US20017,20017,"Chase County, Kansas",85200,5665
0500000US20019,20019,"Chautauqua County, Kansas",63300,6357
0500000US20021,20021,"Cherokee County, Kansas",78400,5164
0500000US20023,20023,"Cheyenne County, Kansas",86600,5778
0500000US20025,20025,"Clark County, Kansas",76400,5538
0500000US20027,20027,"Clay County, Kansas",100200,12682
0500000US20029,20029,"Cloud County, Kansas",73200,5517
0500000US20031,20031,"Coffey County, Kansas",111000,7524
0500000US20033,20033,"Comanche County, Kansas",73200,8047
0500000US20035,20035,"Cowley County, Kansas",85700,2800
0500000US20037,20037,"Crawford County, Kansas",87300,3210
0500000US20039,20039,"Decatur County, Kansas",63400,6229
0500000US20041,20041,"Dickinson County, Kansas",110700,6010
0500000US20043,20043,"Doniphan County, Kansas",95300,8568
0500000US20045,20045,"Douglas County, Kansas",188100,4149
0500000US20047,20047,"Edwards County, Kansas",61200,4744
0500000US20049,20049,"Elk County, Kansas",48300,5513
0500000US20051,20051,"Ellis County, Kansas",159400,5107
0500000US20053,20053,"Ellsworth County, Kansas",88500,5139
0500000US20055,20055,"Finney County, Kansas",126200,6321
0500000US20057,20057,"Ford County, Kansas",108400,4725
0500000US20059,20059,"Franklin County, Kansas",121700,3918
0500000US20061,20061,"Geary County, Kansas",141900,9233
0500000US20063,20063,"Gove County, Kansas",78900,3664
0500000US20065,20065,"Graham County, Kansas",69600,6453
0500000US20067,20067,"Grant County, Kansas",102800,9584
0500000US20069,20069,"Gray County, Kansas",117900,9991
0500000US20071,20071,"Greeley County, Kansas",86100,11615
0500000US20073,20073,"Greenwood County, Kansas",61100,6402
0500000US20075,20075,"Hamilton County, Kansas",86800,7160
0500000US20077,20077,"Harper County, Kansas",66700,4889
0500000US20079,20079,"Harvey County, Kansas",120200,5419
0500000US20081,20081,"Haskell County, Kansas",102600,11534
0500000US20083,20083,"Hodgeman County, Kansas",86700,5808
0500000US20085,20085,"Jackson County, Kansas",128100,9307
0500000US20087,20087,"Jefferson County, Kansas",135800,5515
0500000US20089,20089,"Jewell County, Kansas",53700,3856
0500000US20091,20091,"Johnson County, Kansas",232500,1652
0500000US20093,20093,"Kearny County, Kansas",98200,11161
0500000US20095,20095,"Kingman County, Kansas",92200,7477
0500000US20097,20097,"Kiowa County, Kansas",133800,24423
0500000US20099,20099,"Labette County, Kansas",74900,3974
0500000US20101,20101,"Lane County, Kansas",76400,17484
0500000US20103,20103,"Leavenworth County, Kansas",171000,5438
0500000US20105,20105,"Lincoln County, Kansas",68900,3972
0500000US20107,20107,"Linn County, Kansas",89400,7284
0500000US20109,20109,"Logan County, Kansas",83100,8055
0500000US20111,20111,"Lyon County, Kansas",98500,5230
0500000US20113,20113,"McPherson County, Kansas",140300,5089
0500000US20115,20115,"Marion County, Kansas",81300,4641
0500000US20117,20117,"Marshall County, Kansas",93400,6259
0500000US20119,20119,"Meade County, Kansas",88700,8126
0500000US20121,20121,"Miami County, Kansas",181100,5620
0500000US20123,20123,"Mitchell County, Kansas",85700,6808
0500000US20125,20125,"Montgomery County, Kansas",74000,3366
0500000US20127,20127,"Morris County, Kansas",95100,8810
0500000US20129,20129,"Morton County, Kansas",97700,20383
0500000US20131,20131,"Nemaha County, Kansas",116500,7622
0500000US20133,20133,"Neosho County, Kansas",77300,6924
0500000US20135,20135,"Ness County, Kansas",70500,5173
0500000US20137,20137,"Norton County, Kansas",73700,6291
0500000US20139,20139,"Osage County, Kansas",107200,5932
0500000US20141,20141,"Osborne County, Kansas",61300,10125
0500000US20143,20143,"Ottawa County, Kansas",98600,7551
0500000US20145,20145,"Pawnee County, Kansas",75600,5612
0500000US20147,20147,"Phillips County, Kansas",76900,4995
0500000US20149,20149,"Pottawatomie County, Kansas",169300,6814
0500000US20151,20151,"Pratt County, Kansas",87600,5918
0500000US20153,20153,"Rawlins County, Kansas",81700,9063
0500000US20155,20155,"Reno County, Kansas",96600,2929
0500000US20157,20157,"Republic County, Kansas",60500,6837
0500000US20159,20159,"Rice County, Kansas",74800,5136
0500000US20161,20161,"Riley County, Kansas",189200,5032
0500000US20163,20163,"Rooks County, Kansas",75400,6540
0500000US20165,20165,"Rush County, Kansas",69900,8762
0500000US20167,20167,"Russell County, Kansas",90100,6352
0500000US20169,20169,"Saline County, Kansas",125400,4762
0500000US20171,20171,"Scott County, Kansas",135900,14580
0500000US20173,20173,"Sedgwick County, Kansas",130900,1286
0500000US20175,20175,"Seward County, Kansas",98500,8289
0500000US20177,20177,"Shawnee County, Kansas",127600,2121
0500000US20179,20179,"Sheridan County, Kansas",101000,8003
0500000US20181,20181,"Sherman County, Kansas",86300,8669
0500000US20183,20183,"Smith County, Kansas",66200,4390
0500000US20185,20185,"Stafford County, Kansas",61800,5704
0500000US20187,20187,"Stanton County, Kansas",71900,18038
0500000US20189,20189,"Stevens County, Kansas",110000,29967
0500000US20191,20191,"Sumner County, Kansas",86800,3110
0500000US20193,20193,"Thomas County, Kansas",114000,11257
0500000US20195,20195,"Trego County, Kansas",84400,8233
0500000US20197,20197,"Wabaunsee County, Kansas",111900,9513
0500000US20199,20199,"Wallace County, Kansas",88300,9961
0500000US20201,20201,"Washington County, Kansas",75300,4350
0500000US20203,20203,"Wichita County, Kansas",84000,12918
0500000US20205,20205,"Wilson County, Kansas",66700,8458
0500000US20207,20207,"Woodson County, Kansas",53200,8419
0500000US20209,20209,"Wyandotte County, Kansas",92800,2081
0500000US21001,21001,"Adair County, Kentucky",85900,5985
0500000US21003,21003,"Allen County, Kentucky",102500,8214
0500000US21005,21005,"Anderson County, Kentucky",138600,5974
0500000US21007,21007,"Ballard County, Kentucky",102600,8718
0500000US21009,21009,"Barren County, Kentucky",110400,5036
0500000US21011,21011,"Bath County, Kentucky",77900,5716
0500000US21013,21013,"Bell County, Kentucky",59400,4852
0500000US21015,21015,"Boone County, Kentucky",183700,3085
0500000US21017,21017,"Bourbon County, Kentucky",144900,7596
0500000US21019,21019,"Boyd County, Kentucky",103900,6048
0500000US21021,21021,"Boyle County, Kentucky",141100,6542
0500000US21023,21023,"Bracken County, Kentucky",102300,7904
0500000US21025,21025,"Breathitt County, Kentucky",50000,5420
0500000US21027,21027,"Breckinridge County, Kentucky",95200,7726
0500000US21029,21029,"Bullitt County, Kentucky",153100,3332
0500000US21031,21031,"Butler County, Kentucky",90400,12872
0500000US21033,21033,"Caldwell County, Kentucky",95300,8877
0500000US21035,21035,"Calloway County, Kentucky",130100,7066
0500000US21037,21037,"Campbell County, Kentucky",160700,2928
0500000US21039,21039,"Carlisle County, Kentucky",89200,10660
0500000US21041,21041,"Carroll County, Kentucky",103800,13453
0500000US21043,21043,"Carter County, Kentucky",83300,4397
0500000US21045,21045,"Casey County, Kentucky",77600,5475
0500000US21047,21047,"Christian County, Kentucky",112200,4520
0500000US21049,21049,"Clark County, Kentucky",139200,4782
0500000US21051,21051,"Clay County, Kentucky",55600,4445
0500000US21053,21053,"Clinton County, Kentucky",66100,7164
0500000US21055,21055,"Crittenden County, Kentucky",84600,7822
0500000US21057,21057,"Cumberland County, Kentucky",90300,11764
0500000US21059,21059,"Daviess County, Kentucky",123200,3054
0500000US21061,21061,"Edmonson County, Kentucky",87100,7373
0500000US21063,21063,"Elliott County, Kentucky",72700,6896
0500000US21065,21065,"Estill County, Kentucky",71000,6316
0500000US21067,21067,"Fayette County, Kentucky",175000,2348
0500000US21069,21069,"Fleming County, Kentucky",89900,8450
0500000US21071,21071,"Floyd County, Kentucky",72900,4465
0500000US21073,21073,"Franklin County, Kentucky",139300,3118
0500000US21075,21075,"Fulton County, Kentucky",63600,6049
0500000US21077,21077,"Gallatin County, Kentucky",109900,10241
0500000US21079,21079,"Garrard County, Kentucky",131000,10512
0500000US21081,21081,"Grant County, Kentucky",119700,7819
0500000US21083,21083,"Graves County, Kentucky",95600,4244
0500000US21085,21085,"Grayson County, Kentucky",102200,5642
0500000US21087,21087,"Green County, Kentucky",75800,3936
0500000US21089,21089,"Greenup County, Kentucky",103300,5566
0500000US21091,21091,"Hancock County, Kentucky",109100,6815
0500000US21093,21093,"Hardin County, Kentucky",148000,3897
0500000US21095,21095,"Harlan County, Kentucky",53500,3232
0500000US21097,21097,"Harrison County, Kentucky",132900,8176
0500000US21099,21099,"Hart County, Kentucky",90200,5738
0500000US21101,21101,"Henderson County, Kentucky",118000,5177
0500000US21103,21103,"Henry County, Kentucky",126100,8112
0500000US21105,21105,"Hickman County, Kentucky",70200,7324
0500000US21107,21107,"Hopkins County, Kentucky",96600,5548
0500000US21109,21109,"Jackson County, Kentucky",69900,8864
0500000US21111,21111,"Jefferson County, Kentucky",159000,1157
0500000US21113,21113,"Jessamine County, Kentucky",164300,5076
0500000US21115,21115,"Johnson County, Kentucky",90300,6883
0500000US21117,21117,"Kenton County, Kentucky",149700,2582
0500000US21119,21119,"Knott County, Kentucky",52000,4929
0500000US21121,21121,"Knox County, Kentucky",76900,4725
0500000US21123,21123,"Larue County, Kentucky",107300,7975
0500000US21125,21125,"Laurel County, Kentucky",102000,4539
0500000US21127,21127,"Lawrence County, Kentucky",80400,8014
0500000US21129,21129,"Lee County, Kentucky",64200,5416
0500000US21131,21131,"Leslie County, Kentucky",48900,5169
0500000US21133,21133,"Letcher County, Kentucky",58500,3434
0500000US21135,21135,"Lewis County, Kentucky",68300,8016
0500000US21137,21137,"Lincoln County, Kentucky",96100,7739
0500000US21139,21139,"Livingston County, Kentucky",90800,9906
0500000US21141,21141,"Logan County, Kentucky",105400,5274
0500000US21143,21143,"Lyon County, Kentucky",122900,20919
0500000US21145,21145,"McCracken County, Kentucky",134100,5209
0500000US21147,21147,"McCreary County, Kentucky",61300,6368
0500000US21149,21149,"McLean County, Kentucky",96800,8073
0500000US21151,21151,"Madison County, Kentucky",151000,3551
0500000US21153,21153,"Magoffin County, Kentucky",63300,11701
0500000US21155,21155,"Marion County, Kentucky",100400,6305
0500000US21157,21157,"Marshall County, Kentucky",118100,6072
0500000US21159,21159,"Martin County, Kentucky",65500,9729
0500000US21161,21161,"Mason County, Kentucky",111200,7460
0500000US21163,21163,"Meade County, Kentucky",140800,8818
0500000US21165,21165,"Menifee County, Kentucky",77800,4658
0500000US21167,21167,"Mercer County, Kentucky",139900,7203
0500000US21169,21169,"Metcalfe County, Kentucky",75200,4119
0500000US21171,21171,"Monroe County, Kentucky",74500,4839
0500000US21173,21173,"Montgomery County, Kentucky",118200,5098
0500000US21175,21175,"Morgan County, Kentucky",77500,4472
0500000US21177,21177,"Muhlenberg County, Kentucky",82000,5058
0500000US21179,21179,"Nelson County, Kentucky",144800,5053
0500000US21181,21181,"Nicholas County, Kentucky",82100,7415
0500000US21183,21183,"Ohio County, Kentucky",88300,4130
0500000US21185,21185,"Oldham County, Kentucky",259700,6029
0500000US21187,21187,"Owen County, Kentucky",99100,7712
0500000US21189,21189,"Owsley County, Kentucky",70000,17050
0500000US21191,21191,"Pendleton County, Kentucky",106400,8013
0500000US21193,21193,"Perry County, Kentucky",73300,4062
0500000US21195,21195,"Pike County, Kentucky",75400,2815
0500000US21197,21197,"Powell County, Kentucky",79800,8972
0500000US21199,21199,"Pulaski County, Kentucky",109100,4968
0500000US21201,21201,"Robertson County, Kentucky",94500,11289
0500000US21203,21203,"Rockcastle County, Kentucky",80800,5585
0500000US21205,21205,"Rowan County, Kentucky",121100,12239
0500000US21207,21207,"Russell County, Kentucky",87300,5193
0500000US21209,21209,"Scott County, Kentucky",170800,4175
0500000US21211,21211,"Shelby County, Kentucky",184900,11137
0500000US21213,21213,"Simpson County, Kentucky",130500,8497
0500000US21215,21215,"Spencer County, Kentucky",190900,9065
0500000US21217,21217,"Taylor County, Kentucky",106700,7645
0500000US21219,21219,"Todd County, Kentucky",94800,12080
0500000US21221,21221,"Trigg County, Kentucky",119500,8756
0500000US21223,21223,"Trimble County, Kentucky",110500,11335
0500000US21225,21225,"Union County, Kentucky",83100,7204
0500000US21227,21227,"Warren County, Kentucky",152300,3138
0500000US21229,21229,"Washington County, Kentucky",105600,6782
0500000US21231,21231,"Wayne County, Kentucky",81400,5274
0500000US21233,21233,"Webster County, Kentucky",80800,5164
0500000US21235,21235,"Whitley County, Kentucky",83800,4882
0500000US21237,21237,"Wolfe County, Kentucky",65700,7234
0500000US21239,21239,"Woodford County, Kentucky",188200,6429
0500000US22001,22001,"Acadia Parish, Louisiana",97500,5401
0500000US22003,22003,"Allen Parish, Louisiana",84800,5608
0500000US22005,22005,"Ascension Parish, Louisiana",179800,5681
0500000US22007,22007,"Assumption Parish, Louisiana",114600,7402
0500000US22009,22009,"Avoyelles Parish, Louisiana",90600,5326
0500000US22011,22011,"Beauregard Parish, Louisiana",115200,8719
0500000US22013,22013,"Bienville Parish, Louisiana",76000,4277
0500000US22015,22015,"Bossier Parish, Louisiana",164600,4301
0500000US22017,22017,"Caddo Parish, Louisiana",138200,4452
0500000US22019,22019,"Calcasieu Parish, Louisiana",138100,4141
0500000US22021,22021,"Caldwell Parish, Louisiana",67800,10566
0500000US22023,22023,"Cameron Parish, Louisiana",110900,12999
0500000US22025,22025,"Catahoula Parish, Louisiana",78700,6911
0500000US22027,22027,"Claiborne Parish, Louisiana",74100,7573
0500000US22029,22029,"Concordia Parish, Louisiana",78500,8949
0500000US22031,22031,"De Soto Parish, Louisiana",110000,9061
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",177800,2773
0500000US22035,22035,"East Carroll Parish, Louisiana",68200,17374
0500000US22037,22037,"East Feliciana Parish, Louisiana",124100,10867
0500000US22039,22039,"Evangeline Parish, Louisiana",90000,8001
0500000US22041,22041,"Franklin Parish, Louisiana",83200,5558
0500000US22043,22043,"Grant Parish, Louisiana",93600,9541
0500000US22045,22045,"Iberia Parish, Louisiana",106700,4685
0500000US22047,22047,"Iberville Parish, Louisiana",127500,12584
0500000US22049,22049,"Jackson Parish, Louisiana",84400,8314
0500000US22051,22051,"Jefferson Parish, Louisiana",176000,2008
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",101800,6834
0500000US22055,22055,"Lafayette Parish, Louisiana",172500,2707
0500000US22057,22057,"Lafourche Parish, Louisiana",144300,5449
0500000US22059,22059,"LaSalle Parish, Louisiana",76700,15109
0500000US22061,22061,"Lincoln Parish, Louisiana",145900,11503
0500000US22063,22063,"Livingston Parish, Louisiana",155800,3176
0500000US22065,22065,"Madison Parish, Louisiana",64100,5841
0500000US22067,22067,"Morehouse Parish, Louisiana",84900,5068
0500000US22069,22069,"Natchitoches Parish, Louisiana",114100,8740
0500000US22071,22071,"Orleans Parish, Louisiana",205000,3794
0500000US22073,22073,"Ouachita Parish, Louisiana",133400,4518
0500000US22075,22075,"Plaquemines Parish, Louisiana",165900,13002
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",124500,15407
0500000US22079,22079,"Rapides Parish, Louisiana",133800,4293
0500000US22081,22081,"Red River Parish, Louisiana",85900,4032
0500000US22083,22083,"Richland Parish, Louisiana",86900,6823
0500000US22085,22085,"Sabine Parish, Louisiana",84200,7342
0500000US22087,22087,"St. Bernard Parish, Louisiana",139200,3566
0500000US22089,22089,"St. Charles Parish, Louisiana",185800,6037
0500000US22091,22091,"St. Helena Parish, Louisiana",77400,11952
0500000US22093,22093,"St. James Parish, Louisiana",136400,11573
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",152800,5293
0500000US22097,22097,"St. Landry Parish, Louisiana",99200,2856
0500000US22099,22099,"St. Martin Parish, Louisiana",114200,7742
0500000US22101,22101,"St. Mary Parish, Louisiana",97000,6236
0500000US22103,22103,"St. Tammany Parish, Louisiana",206600,3549
0500000US22105,22105,"Tangipahoa Parish, Louisiana",149300,6565
0500000US22107,22107,"Tensas Parish, Louisiana",62200,8158
0500000US22109,22109,"Terrebonne Parish, Louisiana",143700,5635
0500000US22111,22111,"Union Parish, Louisiana",88700,9228
0500000US22113,22113,"Vermilion Parish, Louisiana",105700,6823
0500000US22115,22115,"Vernon Parish, Louisiana",116600,7423
0500000US22117,22117,"Washington Parish, Louisiana",84600,3846
0500000US22119,22119,"Webster Parish, Louisiana",81600,3000
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",177000,12467
0500000US22123,22123,"West Carroll Parish, Louisiana",79400,6965
0500000US22125,22125,"West Feliciana Parish, Louisiana",209600,25094
0500000US22127,22127,"Winn Parish, Louisiana",72700,5443
0500000US23001,23001,"Androscoggin County, Maine",152000,3087
0500000US23003,23003,"Aroostook County, Maine",97000,2577
0500000US23005,23005,"Cumberland County, Maine",259400,3089
0500000US23007,23007,"Franklin County, Maine",136300,5477
0500000US23009,23009,"Hancock County, Maine",207300,6929
0500000US23011,23011,"Kennebec County, Maine",154500,2833
0500000US23013,23013,"Knox County, Maine",199600,7519
0500000US23015,23015,"Lincoln County, Maine",211900,6523
0500000US23017,23017,"Oxford County, Maine",137200,4080
0500000US23019,23019,"Penobscot County, Maine",137900,2832
0500000US23021,23021,"Piscataquis County, Maine",116100,6537
0500000US23023,23023,"Sagadahoc County, Maine",199400,7025
0500000US23025,23025,"Somerset County, Maine",108000,3590
0500000US23027,23027,"Waldo County, Maine",159800,3278
0500000US23029,23029,"Washington County, Maine",110000,4412
0500000US23031,23031,"York County, Maine",233000,2741
0500000US24001,24001,"Allegany County, Maryland",119900,4370
0500000US24003,24003,"Anne Arundel County, Maryland",346000,2983
0500000US24005,24005,"Baltimore County, Maryland",249600,1971
0500000US24009,24009,"Calvert County, Maryland",347200,6560
0500000US24011,24011,"Caroline County, Maryland",201200,7925
0500000US24013,24013,"Carroll County, Maryland",328100,3882
0500000US24015,24015,"Cecil County, Maryland",238000,4925
0500000US24017,24017,"Charles County, Maryland",294000,4269
0500000US24019,24019,"Dorchester County, Maryland",179300,7681
0500000US24021,24021,"Frederick County, Maryland",315400,3737
0500000US24023,24023,"Garrett County, Maryland",167100,5636
0500000US24025,24025,"Harford County, Maryland",281400,3145
0500000US24027,24027,"Howard County, Maryland",439900,3861
0500000US24029,24029,"Kent County, Maryland",237400,9640
0500000US24031,24031,"Montgomery County, Maryland",467500,2788
0500000US24033,24033,"Prince George's County, Maryland",272900,1577
0500000US24035,24035,"Queen Anne's County, Maryland",343200,9083
0500000US24037,24037,"St. Mary's County, Maryland",291500,5774
0500000US24039,24039,"Somerset County, Maryland",131000,15078
0500000US24041,24041,"Talbot County, Maryland",326300,9696
0500000US24043,24043,"Washington County, Maryland",205300,4620
0500000US24045,24045,"Wicomico County, Maryland",171700,3323
0500000US24047,24047,"Worcester County, Maryland",252100,7309
0500000US24510,24510,"Baltimore city, Maryland",153200,1688
0500000US25001,25001,"Barnstable County, Massachusetts",375000,3721
0500000US25003,25003,"Berkshire County, Massachusetts",203300,5036
0500000US25005,25005,"Bristol County, Massachusetts",280400,2343
0500000US25007,25007,"Dukes County, Massachusetts",674600,29662
0500000US25009,25009,"Essex County, Massachusetts",373400,2363
0500000US25011,25011,"Franklin County, Massachusetts",226600,3928
0500000US25013,25013,"Hampden County, Massachusetts",198500,1784
0500000US25015,25015,"Hampshire County, Massachusetts",272700,3259
0500000US25017,25017,"Middlesex County, Massachusetts",453300,2222
0500000US25019,25019,"Nantucket County, Massachusetts",995900,52007
0500000US25021,25021,"Norfolk County, Massachusetts",433000,3273
0500000US25023,25023,"Plymouth County, Massachusetts",344400,2598
0500000US25025,25025,"Suffolk County, Massachusetts",430900,5269
0500000US25027,25027,"Worcester County, Massachusetts",260800,2317
0500000US26001,26001,"Alcona County, Michigan",96000,3931
0500000US26003,26003,"Alger County, Michigan",119000,5009
0500000US26005,26005,"Allegan County, Michigan",150600,2873
0500000US26007,26007,"Alpena County, Michigan",94000,2875
0500000US26009,26009,"Antrim County, Michigan",151500,5609
0500000US26011,26011,"Arenac County, Michigan",88900,2089
0500000US26013,26013,"Baraga County, Michigan",93100,5134
0500000US26015,26015,"Barry County, Michigan",146300,6145
0500000US26017,26017,"Bay County, Michigan",96800,2697
0500000US26019,26019,"Benzie County, Michigan",162200,4453
0500000US26021,26021,"Berrien County, Michigan",140900,2781
0500000US26023,26023,"Branch County, Michigan",97700,3270
0500000US26025,26025,"Calhoun County, Michigan",102600,2823
0500000US26027,26027,"Cass County, Michigan",127600,5028
0500000US26029,26029,"Charlevoix County, Michigan",158800,3265
0500000US26031,26031,"Cheboygan County, Michigan",116900,4402
0500000US26033,26033,"Chippewa County, Michigan",111100,4364
0500000US26035,26035,"Clare County, Michigan",85000,2575
0500000US26037,26037,"Clinton County, Michigan",164700,2027
0500000US26039,26039,"Crawford County, Michigan",91900,4565
0500000US26041,26041,"Delta County, Michigan",105900,3205
0500000US26043,26043,"Dickinson County, Michigan",92100,5472
0500000US26045,26045,"Eaton County, Michigan",142300,2000
0500000US26047,26047,"Emmet County, Michigan",171100,4325
0500000US26049,26049,"Genesee County, Michigan",96500,1464
0500000US26051,26051,"Gladwin County, Michigan",100500,4142
0500000US26053,26053,"Gogebic County, Michigan",70100,5660
0500000US26055,26055,"Grand Traverse County, Michigan",183000,4533
0500000US26057,26057,"Gratiot County, Michigan",92100,2452
0500000US26059,26059,"Hillsdale County, Michigan",105600,3426
0500000US26061,26061,"Houghton County, Michigan",102400,4475
0500000US26063,26063,"Huron County, Michigan",96200,2661
0500000US26065,26065,"Ingham County, Michigan",123700,1896
0500000US26067,26067,"Ionia County, Michigan",117000,2792
0500000US26069,26069,"Iosco County, Michigan",89000,2657
0500000US26071,26071,"Iron County, Michigan",76700,4571
0500000US26073,26073,"Isabella County, Michigan",128400,3296
0500000US26075,26075,"Jackson County, Michigan",120100,2669
0500000US26077,26077,"Kalamazoo County, Michigan",146100,2110
0500000US26079,26079,"Kalkaska County, Michigan",105300,4421
0500000US26081,26081,"Kent County, Michigan",153500,1302
0500000US26083,26083,"Keweenaw County, Michigan",95800,12608
0500000US26085,26085,"Lake County, Michigan",80800,3330
0500000US26087,26087,"Lapeer County, Michigan",151400,2581
0500000US26089,26089,"Leelanau County, Michigan",248900,8003
0500000US26091,26091,"Lenawee County, Michigan",124900,2986
0500000US26093,26093,"Livingston County, Michigan",218700,2440
0500000US26095,26095,"Luce County, Michigan",83200,6235
0500000US26097,26097,"Mackinac County, Michigan",125100,6172
0500000US26099,26099,"Macomb County, Michigan",146700,1078
0500000US26101,26101,"Manistee County, Michigan",116200,3880
0500000US26103,26103,"Marquette County, Michigan",142900,4528
0500000US26105,26105,"Mason County, Michigan",126600,5178
